Tweets,target(fake=0)
News channel graphic stating that the Indian lockdown is to be extended to May 4.,0
Video of Asha workers being attacked by locals in Telangana when they went to screen people who attended Delhi Nizamuddin prayers and are suspects for having COVID-19.,0
An Indian social activist was arrested when she tried to buy liquor during the lockdown period.,0
A video shows a man spitting inside food packets during the coronavirus crisis.,0
Video of Indian activist Tripti Desai’s arrest by police after selling bottles of liquor during lockdown.,0
A video of a Muslim man spitting on police to spread coronavirus when he was being taken into custody.,0
Indian PM Modi announced a lockdown extension until 5/4/20 in India.,0
People washing hands from the same pond before the prayers at Hazrat Nizamuddin is the reason for the spread of coronavirus in India.,0
People in Kolkata India breaking lockdown and pelting stones on police.,0
PM Modi has announced the extension of the All-India Lockdown until 5/4/20.,0
The Disaster Management Act 2005 is going to be implemented in India; no citizen is allowed to post any update or share any forward related to COVID-19.,0
Posting anything on coronavirus will be a punishable offense because the Disaster Management Act has been implemented.,0
A video purports to show a police officer being beaten has been viewed tens of thousands of times on Facebook and Twitter alongside a claim that the assault at a temple in India was sparked by the officer’s attempt to enforce a nationwide novel coronavirus lockdown.,0
A video has been viewed hundreds of thousands of times in posts on Facebook Twitter and YouTube that claim it shows a freight train carrying essential commodities for those in COVID-19 lockdown in India.,0
The are no COVID-19 deaths in Israel as they found a cure for COVID-19 a mixture of lemon and baking soda.,0
Image of a herd of deer sitting on a street interpreted as different locations in Sri Lanka and India.,0
Video of doctors being attacked in the old city of Hyderabad when they went to screen locals for COVID-19.,0
Video of recent Ram Navami Celebrations in Akbarpur block (UP) despite the lockdown in the country to handle COVID-19 spread.,0
A Chinese intelligence officer leaked details on how the coronavirus outbreak is caused by a bioweapon.,0
Indian State of Kerala’s government is paying news channels to telecast CM’s interview.,0
Muslims in India are licking utensils to spread the coronavirus.,0
Actor Vijay donated 3 billion (300 crore) rupees for coronavirus relief.,0
Video of a train carrying the trucks with essential goods during the current lockdown in the country. It’s a brilliant idea by Modi’s government.,0
In Spain police officials are beating up citizens to enforce lockdown.,0
People in Italy have thrown all of their money on the roads outside saying that this money is useless to save them from death.,0
Italians threw away their currency on the streets due to COVID-19 deaths.,0
A video is going viral on WhatsApp and Sharechat claiming that the man and woman in the video are doctors who treated 75 coronavirus patients and now they both are infected by it.,0
Government of an Indian state Madhya Pradesh ordered shoot-at-sight to enforce lockdown.,0
UK USA have asked Indian Prime Minister Narendra Modi to lead a task force to tackle coronavirus.,0
Video of Muslims being trained to sneeze purposefully to spread coronavirus.,0
An image of a doctor goes viral with the claim that Dr. Usman Riyaz died while treating coronavirus patients in Delhi India.,0
Muslims are licking their plates to spread coronavirus and infect more people with the virus.,0
People in Italy are throwing money on the road because they are saddened by the fact that all the money in the world could not save their dear ones.,0
Bill Gates wrote a letter that says coronavirus has a “spiritual purpose” and is “a great corrector”.,0
Video of dead bodies being piled up in Italy due to COVID-19.,0
Indian Ministry of Home Affairs (MHA) issued an order that sharing post about coronavirus on social media groups is a punishable offense.,0
Italians bidding goodbye to the world because of coronavirus.,0
Inhaling hot water steam can kill coronavirus.,0
A hospital with 2200 beds was constructed in Gujarat India in just 6 days.,0
A group of Muslim boys licking utensils to spread coronavirus.,0
Cuba sent 200.000 doctors across the world to help nations fighting against the COVID-19 pandemic.,0
Army deployed in Telangana India amid the COVID-19 outbreak.,0
Muslims intentionally licking the cutlery and plates to spread COVID-19.,0
Images of money thrown on streets by helpless Italians.,0
Shopping malls crowded in Italy during the pandemic.,0
Indian Home Secretary warning against those who post about coronavirus on Whatsapp will be prosecuted except for government agencies.,0
Over 500 years of Adhan (The Islamic Call to Prayer) ban lifted in Spain amid coronavirus.,0
Inhaling hot water steam can kill coronavirus.,0
Hindu God Ganesha’s idol placed and worshiped inside an Italian Church.,0
Indian Ministry of Home Affairs (MHA) issued an order that sharing a post about coronavirus on social media groups is a punishable offense.,0
No deaths have been reported in Israel due to COVID-19 because they have found a cure for the disease. A solution of hot water baking soda and lemon is the cure for COVID-19.,0
Tablik Jamaat Chief Maulana Saad,0
A 9-minute viral video in which a woman claims India has entered stage-3 of COVID-19. She claims that her husband is employed with a major news channel and the information was passed to him by some Dr. Gyani who heads the Indian COVID-19 team and asks people to stock up on food medicines and baby food for one month. She also cautions people about the Army being deployed to enforce a strict lockdown in the upcoming days.,0
WhatsApp group admins were detained for sharing coronavirus messages in Dadar Mumbai.,0
A message issued from India’s ministry of Home Affairs says that posting coronavirus-related messages will be punishable offence.,0
The lockdown due to coronavirus has led to the reemergence of a large flock of birds at the riverfront in Ahmedabad.,0
Italians are throwing their money on the streets as it is useless to them now during the coronavirus scare.,0
In these two audios Mumbai Police Commissioner talks about the strict measures which will be taken to implement the 21-day lockdown and that coronavirus cases will surge in India after 27 March 2020.,0
India has decided to extend its financial year to July 1 due to the current COVID-19 outbreak.,0
Video of Muslims gathered on roads despite the curfew to curb the spread of coronavirus.,0
The video shows Italians praying to get rid of the coronavirus.,0
People in Italy are threw away their money after they lost their family members to coronavirus.,0
The Bombay High Court in Mumbai City has extended the lockdown in the state of Maharashtra till April 30 2020.,0
Italians throwing money on streets amid COVID-19 crisis.,0
People of Italy throwing money on the streets as they felt that the money couldn’t save them from COVID-19.,0
A girl child who was just born in a village in the state of Rajasthan said immediately after the birth that to contain the coronavirus outbreak in India every person in the country should apply turmeric paste on the toenail on their right foot. The baby died after saying this.,0
Coronavirus-positive patients listening to Gurbani Kirtan in a hospital in Italy.,0
Eating alkaline foods with a pH level above 8.5 can kill the SARS-CoV-2 virus.,0
Doctored image of President Donald Trump shared claiming he asked people to chant Hare Krishna Hare Rama.,0
Video of Muslims being trained to sneeze purposefully to spread coronavirus.,0
To defeat the coronavirus China built a thousand-bed hospital in 10 days while India has prepared a modern hospital of 6370 beds overnight at a very low cost.,0
Indian Actor Kamal Hassan put under quarantine.,0
People of Italy throwing money on the streets because it can’t save them from COVID-19.,0
Police in India lashed sticks at filmmaker Sudhir Mishra for not following the rules of lockdown.,0
Indian police personnel beaten by a person while enforcing lockdown. Claim made through an image.,0
World Health Organization (WHO) has advised people against eating bakery items amid COVID-19 outbreak.,0
Marathi newspaper reports a conspiracy theory of coronavirus being a bioweapon.,0
An image of a baby born with deformities claims that the baby was suffering from coronavirus.,0
Two audio clips stating that the Mumbai police commissioner is going to enforce strict actions during the 21-day lockdown in India and that there will be a spike in cases after March 27 2020.,0
Amid the coronavirus pandemic Health Minister of India is playing Ludo.,0
Politician Rahul Gandhi met a coronavirus patient in Waynad.,0
An audio clip of Dr. Naresh Trehan cautioning people about the danger of COVID-19 in India.,0
Video of dead bodies being thrown into a mass grave in Italy.,0
Ministry of Home Affairs in India has directed people to not post anything related to coronavirus.,0
Actor Vijay’s father criticized government for enforcing a curfew to abate COVID-19.,0
Filmmaker Sudhir Mishra getting beaten up by police during the lockdown for stepping out of home.,0
Inhalation of hot steam can kill the novel coronavirus.,0
Tamil Nadu Govt ordered to re-open TASMAC bars.,0
Rubbing mustard oil on your nostrils can prevent coronavirus.,0
Italian president breaks down and surrenders because of the COVID-19 epidemic.,0
PM Modi announced internet suspension due to viral fake news related to COVID-19.,0
Indian state of Madhya Pradesh’s government has issued an order to shoot at sight due to failure at lockdown implementation.,0
Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as a patient suffering from COVID-19.,0
Home Ministry of India has issued an order that sharing of any news related to coronavirus is a punishable offense under the IT Act.,0
As per Home Ministry of India sharing information related to the coronavirus is now a punishable offense.,0
The Indian Army has been called to control seven areas in Mumbai that are not following the 21 day lockdown and are out of the Mumbai police’s control.,0
The Indian Home Ministry considers posting anything about coronavirus a punishable offence.,0
Recent photo of PM Modi visiting a church and offering prayers to save the country from the coronavirus outbreak.,0
As per Aajtak news channel PM Narendra Modi announced a shutdown of internet services for a week.,0
Image of bakery items with the WHO logo and a message which given the impression that WHO had advised the public not to consume bakery products amid COVID-19 concerns.,0
Videos of a patient gasping for breath is shown as a patient from India.,0
Video of Muslims applying their saliva to plates and spoons to spread the coronavirus disease.,0
Inhalation of steam from hot water kills COVID-19,0
A 20-second clip shows a burqa-clad woman having difficulty breathing.,0
Photos of medicines from the US which will be only given to selected people by the Indian government in the name of COVID-19 treatment to eliminate them.,0
A claim that India’s Ministry of Home Affairs has made it a “punishable offense” for citizens to publish posts on social media about the novel coronavirus has been shared repeatedly on Facebook Twitter and WhatsApp.,0
There is now a COVID-19 cure from the USA.,0
The chief minister of the state of Madhya Pradesh said that since the lockdown restrictions were not being adhered to effectively all the houses will be locked from outside starting April 1 2020.,0
Video of police roughing up civilians claimed to be police in Spain enforcing a lockdown.,0
Video of police strictly implementing lockdown in Spain.,0
It is predicted that using Turmeric can cure coronavirus in India in a newborn baby suffering from birth defects.,0
Video of dead bodies being thrown into a mass grave in Italy.,0
G-7 countries have asked Modi to lead them in preventing coronavirus.,0
French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,0
Bollywood actor Shahrukh Khan donated 45 Crore (450 million) rupees to Pakistan.,0
A video of a man committing suicide by jumping from a hotel in Italy after his entire family died because of the coronavirus.,0
Pakistan’s PM Imran Khan tested COVID-19 positive.,0
Video of police strictly implementing a lockdown in Spain.,0
Amid COVID-19 pandemic MP government ordered houses locked from April 1 2020.,0
Pakistan’s Dr. Usama Riaz who contracted coronavirus while treating patients had left a video message before he died.,0
News graphic saying Indian prime minister has asked for the internet to be shut down in the country.,0
As per the video Bollywood actor Aamir Khan donated 250 crore to fight aganist COVID-19.,0
A website claiming that China has confirmed that patient zero had sex with a bat.,0
Bombay High Court is extending Maharashtra’s lockdown to April 31.,0
The current coronavirus outbreak is due to the movement toward 5G.,0
The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death.,0
India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims.,0
CDC recommends that people shave their facial hair to prevent coronavirus.,0
Video of a person infected with coronavirus committing suicide in New York.,0
The vaccine for coronavirus is ready. US President Donald Trump has announced that Roche Medical Company will launch it.,0
A COVID-19 patient was caught by the police in the Gorakhpur district in the state of Uttar Pradesh India.,0
Recent photo of PM Modi visiting a church and offering prayers to save the country from the coronavirus outbreak.,0
Indian Army has built a 1000-bed hospital in Rajasthan in eight days for the treatment of COVID-19.,0
Bollywood superstar Aamir Khan donated Rs. 250 crore to tackle the novel coronavirus outbreak.,0
A herd of deer reclaimed the Ooty-Coimbatore road.,0
Photo of deer on Ooty-Coimbatore road during the current lockdown (COVID-19).,0
Italy has surrendered to the coronavirus pandemic as all the measures to control COVID-19 have been exhausted.,0
Images of migrant labourers beaten by the police on highways during the current national lockdown.,0
Italian PM said that the country has surrendered to the COVID-19 pandemic,0
Amitabh Bachchan gave 500 million rupees to the Mumbai government to fight the coronavirus.,0
Indian Army has constructed an advanced hospital with a capacity of 1000 beds in Barmer Rajasthan to cope with COVID-19.,0
A video claims to be of Canadian Prime Minister Justin Trudeau’s wife Sophie Grégoire Trudeau who is infected with coronavirus.,0
Images shows how Indian police have beaten up migrant workers amid India’s lockdown for commuting,0
In the 30-second viral video a man lifts his shirt and challenges aa police officer who is pointing a gun at him. Another police officer kicks the man from behind pins him down on the road and makes an arrest. The text overlaid on the video reads “Italy says lockdown they mean it.”,0
Indian State of Kerala Opposition leader writes to Chief Minister Pinarayi Vijayan to adopt methods to save only those with stronger immunity from COVID-19 infection.,0
President Donald Trump attending the recital of Quran verses to fight coronavirus.,0
A video claiming bodies packed in body bags are being dumped in mass graves in Italy and Spain.,0
Houseflies can transmit the COVID-19 virus.,0
Indian Prime Minister Modi announced an internet ban due to the spread of misinformation regarding COVID-19.,0
Images showing vaccines for coronavirus have already been discovered were patented and will be readily available.,0
Indian Home Minister Amit Shah claimed to be infected with COVID-19.,0
The Netflix Korean drama “My Secret Terrius” predicted the coronavirus outbreak in 2018.,0
This is a picture of the old city in Hyderabad (India) today despite the lockdown.,0
As per the news of Aajtak Home Minister Amit Shah tested postive for COVID-19.,0
Image of a mother unable to feed her suckling as she battles COVID-19.,0
Photo of an Indonesian doctor Hideo Ali looking at his children and pregnant wife for the last time.,0
A claim that the novel coronavirus was never detected in the major Chinese cities of Beijing and Shanghai has been shared repeatedly on Facebook Twitter and Instagram.,0
Image of COVID-19 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye; the image is said to be posted by his wife.,0
Image of dead bodies of coronavirus victims in Italy.,0
Italian president said that Italy has surrendered to the coronavirus.,0
Photos of coronavirus patients being treated on the road in Italy.,0
Another new disease called “hantavirus” in China.,0
An image of Indian Home Minister Amit Shah visiting COVID-19 patients.,0
A video of a policeman taking down a man wandering during a “lockdown in Italy.”,0
Photo of a vaccine developed by U.S. scientists for COVID-19.,0
An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants.,0
An image poster states Indian religious leader Mata Amritanandamayi has hidden foreigners in her hermitage and has not allowed them to be tested.,0
A video showing a pile of corpses in Italy.,0
Netflix and Amazon are offering free subscriptions amid the coronavirus outbreak.,0
There is no space in the hospitals in Italy because people are crowding outside.,0
Images of the medical facility shared with the claim that the Indian Army set up a 1000-bed hospital in Rajasthan during the coronavirus pandemic.,0
Mustard oil prevents a person from getting infected with COVID-19.,0
Demon creature flying above a church in Italy.,0
Pictures of people stranded on hospital beds claimed to be Italians not coping with the pressures of COVID-19 cases; India should learn from Italy’s mistakes and not step out of the house in the 21-day lockdown,0
The WHO reported that coronavirus lasts up to 8 hours on cabbages; thus cabbage consumption should be restricted.,0
A picture claims that an Italian man committed suicide after his whole family succumbed to COVID-19,0
An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including three doctors.,0
Reliance Jio one of the biggest telecom networks in India is providing Internet for free during the coronavirus pandemic.,0
A WhatsApp forward attributed to CNN claims Dr. Li Wenliang the whistleblower of the Chinese government’s propaganda about COVID-19 has documented a research report. According to this report chemicals like Methylxanthine Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system.,0
Photo posts claim a person is committing suicide by jumping from a building in Italy a doctor couple in an Italian hospital a few hours before their death and chaos in an Italian hospital amid COVID-19.,0
Videos showing police detaining COVID-19 patients in India.,0
A herd of deer flocking out in Tamil Nadu India due to the coronavirus lockdown.,0
There are 59 positive coronavirus cases in Nagpur along with three doctors one of whom is on ventilator.,0
Finally India got its coronavirus Dashboard. This is the official website for coronavirus updates. This website is updated every four hours. Scroll down for more details; you can know more about coronavirus outbreak in your state by placing your finger on your state on the map.,0
Photo of Kanika Kapoor meeting Prince Charles during her recent visit to the United Kingdom. Prince Charles tested positive for coronavirus just after the meeting.,0
Indian Government has issued a guideline to monitor citizens’ activity; their call and social media handles will be under surveillance.,0
Prince Charles is infected with coronavirus after meeting Indian singer Kanika Kapoor.,0
A message asking people to not get out of their homes tonight from 10pm to next day 5am because the government has made arrangements to spray medicine in the air in order to kill the novel coronavirus.,0
Indian Government snooping messages over social media and all social media platforms will be monitored for COVID-19 messages,0
Pakistani doctor Osama Riaz’s last message for you (while taking his last breath).,0
Last photo of Indonesian doctor Hadio Ali standing away from his family before he passed away from COVID-19,0
Streaming apps Netflix and Amazon Prime give free subscriptions during COVID-19 outbreak in India.,0
Indian Army has built a 1000-bed quarantine facility for COVID-19.,0
An image of a couple claimed to be doctors who have lost their lives to the coronavirus.,0
Video of people of Italy saying goodbye to the world by standing outside a masjid in Milan as they couldn’t control the spread of COVID-19 (SARS-COV-2) virus.,0
Pakistan’s leading scholar Mufti Naeem suffers from coronavirus. A few days ago he refused to close madrasas and mosques.,0
Eating alkaline foods of pH level above 8.5 can kill the SARS-CoV-2 virus.,0
Bitter gourd juice can cure novel coronavirus as per Bihar Health Department in India.,0
Photo of deer on Ooty-Coimbatore road during the current coronavirus lockdown.,0
Images of patients treated in the open are from Italy as it has run out of hospital beds.,0
Indian Singer Kanika Kapoor met Prince Charles after which he tested positive for coronavirus.,0
Italian doctor couple diagnosed with coronavirus.,0
An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients but on the eighth day they contracted the coronavirus and died after an hour.,0
Schedules for the sale of milk newspapers grocery and medical stores have been issued by the Mumbai Police commissioner.,0
An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients but on the eighth day they contracted the coronavirus and died after an hour.,0
Image of the people who died of coronavirus in Italy.,0
According to a report by the WHO coronavirus lives the longest in the cabbage layer. Elsewhere the virus lives for 9-12 hours whereas in cabbage this virus lives for more than 30 hours. People of all cities are requested not to eat cabbage.,0
A video allegedly showing Canadian Prime Minister Justin Trudeau’s wife in a hospital bed urging people to stay home to avoid ending up seriously ill with the novel coronavirus has been shared thousands of times on Facebook and Twitter.,0
The bodies of people infected with coronavirus are lying on the road of Italy. No one is carrying them due to the risk of infection.,0
New vaccine can help cure coronavirus in three hours.,0
Pakistani Dr. Usman Riaz speaks about coronavirus before his death.,0
Photos of Italian man committing suicide after he lost his entire family to COVID-19.,0
In India starting 3/24/20 all grocery chemists and vegetable shops will be open from 9.00 am to 11.30 am and 4.30 pm to 7.00 pm. Anybody found moving around after this or opening any kind of outlet will be detained by the police. No home deliveries will be available.,0
Photo of the prime minister of Italy crying and expressing his helplessness that he couldn’t save coronavirus patients in Italy.,0
Woman burned her hands while putting on the stove due to high alcohol content in hand sanitizer.,0
A new vaccine to cure coronavirus has been developed by U.S. scientists.,0
Video of Italian police taking down a man who has come onto the streets despite a lockdown in the country.,0
Kerala has asked NABARD for a loan of Rs 20000 crore to deal with COVID-19.,0
A video of a woman reciting Sanskrit verses has been viewed thousands of times on Facebook and Twitter alongside a claim that she was delivering sacred verses on a Spanish radio station during the novel coronavirus pandemic.,0
Indian Army has set-up a 1000 bed quarantine facility in Rajasthan’s Barmer.,0
Look at the condition of a Karimnagar person who is infected with the coronavirus.,0
Justin Trudeau’s wife has released a video from her hospital bed.,0
In the video the woman who is asking to take the coronavirus seriously is the wife of the Prime Minister of Canada.,0
President of Italy crying because of the coronavirus pandemic.,0
Iranian girl Anahita Hashemzadeh has contracted the coronavirus.,0
Reserve Bank of India (RBI) extended the year closing until 6/30/20.,0
Gargling with hot water cures coronavirus says a doctor from Mumbai’s COVID-19 hospital.,0
A police commissioner from Mumbai has asked essential services to be available at certain hours.,0
Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.,0
Italy’s Prime Minister Giuseppe Conte broke down publicly due to the ongoing coronavirus pandemic.,0
The Russian president Putin has left 800 lions outside to make people stay in their homes.,0
Coronavirus will be cured within 2 hours by drinking bitter gourd juice.,0
Image of the people who died of coronavirus in Italy.,0
Photo of the prime minister of Italy crying and expressing his helplessness that he couldn’t save coronavirus patients in Italy.,0
Photo of a vaccine developed by U.S. scientists for COVID-19.,0
Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,0
A video of former Iraqi dictator Saddam Hussein has been shared repeatedly on Facebook Twitter and Instagram alongside a claim it shows him stating the U.S threatened to spread the novel coronavirus in Iraq during a meeting in the 1990s.,0
Hold your breath for 10 seconds to check if you have the coronavirus.,0
American scientists have developed a cure for the coronavirus.,0
Dr. Naresh Trehan has said that the Indian government is going to declare a national emergency.,0
Vladimir Putin let lions loose in the streets of Russia to keep them indoors amid COVID-19.,0
A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows the bodies of people who died in Italy after they became infected with the novel coronavirus COVID-19.,0
Russia released 500 lions to ensure people would stay inside houses.,0
Coronavirus has gripped Italy and nobody is willing to carry corpses off Italy’s streets.,0
Italian police are being brutal on people not following lockdowns; India should follow.,0
Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,0
Video of the current situation in Italy due to coronavirus.,0
Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,0
A WhatsApp forward claims that the COVID-19 vaccine is ready was announced by U.S. President Donald Trump and will be launched next Sunday. It also claims that the vaccine discovered by the U.S. scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward the alleged image of the vaccine is also being shared.,0
Image attributed to Italian Prime Minister suggesting Italy has lost control.,0
COVID-19 patients will not show symptoms for the first 14 days.,0
Video of Canada PM Justin Trudeau’s wife pleading for people to take COVID-19 seriously.,0
The video shows Muslims licking plates and spoons to spread the coronavirus.,0
Multiple posts on Facebook and Twitter claim the WHO has warned against eating cabbage during the novel coronavirus pandemic.,0
People rioting on the streets of London due to economic crisis in the wake of coronavirus outbreak.,0
A drug made from cow urine or pigeon membrane can cure coronavirus.,0
Russian president using lions to ensure people stayed indoors in Russia.,0
There is science behind Indian Prime minister Modi’s 5 p.m. clapping initiative,0
Russian government has unleashed lions on the streets to impose a public curfew.,0
Doctors and nurses in Italy are dying and are lying dead on the ground due to the coronavirus outbreak.,0
Italian Prime Minister Giuseppe Conte broke down amid COVID-19 deaths in his country.,0
A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.,0
Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.,0
Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.,0
A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.,0
Prime Minister Narendra Modi announced a 14-hour curfew as the virus lives for 12 hours on surfaces.,0
Celebrities spreading misinformation about coronavirus and the Janata curfew in India.,0
Sick COVID-19 patients at the airport runway in Senegal.,0
Seeing the rise of novel coronavirus in India the WHO has recommended the government of India lockdown the country from 4/15/20 to 6/15/20.,0
Video of Canadian PM Justin Trudeau’s wife who is suffering from COVID-19.,0
Coronavirus will be cured after a 14-hour curfew.,0
A WhatsApp video claims that the lady shown is the wife of Canada’s PM Justin Trudeau. In the viral video a lady can be seen describing her improved condition because of medication and also warns to not take chances.,0
Coronavirus can live only up to 12 hours on any surface.,0
Bitter gourd juice can cure coronavirus.,0
This is a self-check test for coronavirus.,0
Sophie Trudeau is sharing her COVID-19 experience.,0
A positive COVID-19 patient recently met Narendra Modi.,0
“Only India can resist coronavirus” — Saudi Crown Prince Mohammad Bin Salman.,0
A line of coffins suggesting they are from Italy currently.,0
Cow urine is helpful to fight coronavirus.,0
Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,0
Janta curfew or nationwide for 14 hours will break the chain of coronavirus spread and see a reduction of 40% of cases.,0
Gargling with warm salt water can cure from the coronavirus.,0
An audio clip suggests that the WHO has advised a lockdown.,0
Andhra Pradesh Chief Minister YS Jagan Reddy has claimed that Paracetamol is the only medication for coronavirus.,0
In an Ethiopian Airlines flight from Italy to Addis Ababa airport this evening most of the passengers are infected with the virus and there is no strength except in God.,0
The United States of America threatened Iraq with coronavirus in 1990.,0
Saddam Hussein talked about coronavirus to his cabinet and army in the nineties. He said that America has threatened him to spread this virus if he doesn’t follow their command.,0
Janta curfew in India will help break the chain of transmission.,0
Not a single Muslim died of coronavirus in China.,0
Pope Francis ran away at a public meeting due to coronavirus fear.,0
Audio clip of a conversation claiming that Government of India will announce shutdown of the country in the coming days from 4/15/20 to 6/15/20 in the wake of the coronavirus outbreak,0
People shouting “Allahu Akbar” in Europe after the coronavirus outbreak.,0
A video has been viewed thousands of times on Facebook Twitter Instagram and YouTube in March 2020 alongside a claim that it shows police in Spain detaining people during a lockdown due to the coronavirus pandemic.,0
Government of India has announced a “National Lockdown” in the country from 3/20/20.,0
Recording of a conversation where one claims to be a friend of the WHO India Director’s brother Saurabh who gave him information that India will go into a complete lockdown mode from 4/15/20April to 6/15/20.,0
After COVID-19 outbreak in europe Muslims and non-Muslims have come out in the streets shouting praises for Allah and reading Kalma.,0
Indian PM Modi is providing free masks to people under Swachh Bharat Mission to protect them from the coronavirus outbreak.,0
Bitter gourd juice can cure coronavirus in just two hours.,0
Muslim Doctor died while treating people infected with coronavirus in Delhi,0
Recently Petrol companies reduced Rs. 6.40 on petrol and on Diesel Rs. 6.80.,0
Saddam Hussein predicted the coronavirus outbreak 40 years ago.,0
India will go under lockdown from 4/15/20 to 6/15/20.,0
Donald Trump said “People are dying who have never died before”,0
Gargling warm water with either salt or vinegar can eliminate coronavirus.,0
A purported advisory has been shared repeatedly in multiple Facebook Twitter and WhatsApp posts that claims a disinfectant will be sprayed into the air overnight in India in an effort to kill the novel coronavirus COVID-19. The posts urge residents to remain indoors during the spraying.,0
A purported advisory has been shared repeatedly in multiple Facebook Twitter and WhatsApp posts that claims a disinfectant will be sprayed into the air overnight in India in an effort to kill the novel coronavirus COVID-19. The posts urge residents to remain indoors during the spraying.,0
Indian City Bangalore Municipal Corp. requested people to stay at home and lock down houses as they will be spraying medicine to kill coronavirus.,0
Popular Cardiologist Devi Shetty talking about symptoms of COVID-19.,0
India asked for restriction of movement.,0
Indian government to spray medicine in the air overnight to kill coronavirus.,0
India spraying pesticides at night to prevent COVID-19.,0
Video of passengers infected with coronavirus on an Ethiopian Airlines flight from Italy that reached Addis Ababa airport.,0
Press Release on movement restriction for COVID-19 outbreak by National Security Council PMO (India).,0
BBMP (Bruhat Bengaluru Mahanagara Palike) will be spraying medicine in the air after 10 PM tonight in order to kill COVID-19.,0
Scientists have found that drinking bitter gourd juice can cure coronavirus.,0
This video shows goats affected by the coronavirus.,0
Oman is releasing a special chemical into the sky to eradicate coronavirus with military helicopters.,0
Chinese intelligence officer says the novel coronavirus as a biological weapon invented by China.,0
With self-checkup you can find out if you are infected with coronavirus.,0
All fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus.,0
Video of American President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19.,0
Coronavirus was found in meat (mutton).,0
Chennai municipal corporation has asked all vegetable and fruit markets to shut down.,0
Man contracts COVID-19 by eating mutton.,0
Countries that are the most affected by the coronavirus are along the same latitude.,0
Goats in Ajmer Rajasthan were found to be COVID-19 positive.,0
Indian cricketer Sachin Tendulkar asked for meat shops to be banned in lieu of COVID-19.,0
COVID-19 passengers being disembarked at Senegal airport.,0
A video shows Chinese police crackdown on suspected COVID-19 patients.,0
Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.,0
Australian researchers have found that bananas can help prevent infection of COVID-19.,0
Hot air from hair dryers can kill the coronavirus.,0
Image of coffins from Italy showing carnage due to recent COVID-19 outbreak.,0
Coronavirus can be cured by sniffing clove and camphor and by drinking water the virus will go to the stomach and the acid in the stomach will kill the virus.,0
As coronavirus outbreak surges PM Narendra Modi has decided to facilitate fellow countrymen with free masks under the ‘Swacch Bharat’ scheme.,0
Staff of two Mumbai hotels have COVID-positive cases.,0
Football player Cristiano Ronaldo turned all his hotels into hospitals to help coronavirus patients and is paying doctors and the staff.,0
The Indian government is distributing free face masks.,0
President Donald Trump announced a vaccine by Roche Diagnostics.,0
Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus.,0
Narendra Modi is giving free masks in India.,0
Video of police in China taking into custody suspected COVID-19 patients in the country.,0
Oman is releasing pesticides in the air through helicopters to eliminate coronavirus.,0
Coronavirus patients were being arrested in Punjab India.,0
Drinking water every 15 minutes will protect people from coronavirus.,0
Video of police in China taking into custody suspected COVID-19 patients in the country.,0
If you can hold your breath for more than 10 seconds you are not infected by coronavirus.,0
After husband tested positive for coronavirus wife fled from Bangalore to Agra in India.,0
The WHO approves anti-malarial drug Chloroquine for COVID-19.,0
5000 million Rupees fund allocated by Telangana CM KCR for coronavirus prevention is entirely funded by Central Government.,0
Video of President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19 next Sunday.,0
Video shows Chinese police crackdown on coronavirus patients.,0
