Tweets,target(fake=0)
image man carrying old mother back show migrant travelling home india amidst lockdown,0
mall shut due india mall shut due corona leather object showroom started moulding people buy thing mall,0
telangana state government distributing ramadan gift pack lockdown,0
image old man carrying mother walking claimed migrant walking home due lockdown,0
video rpf jawan low ranking member railway protection force collecting bribe migrant walking home railway track lockdown gujarat india,0
video rpf jawan low ranking member railway protection force collecting bribe migrant walking home railway track lockdown gujarat india,0
viral message lockdown information attributed kozhikode police india,0
tweet assam health minister himanta biswa sarma regarding newly found corona positive case,0
video show gujarat police asking money bribe migrant walking railway track amidst nationwide corona lockdown,0
allowance member parliament india increased thousand rupee pandemic,0
mumbai police issued warning message possibility increase crime post lockdown,0
video show policeman taking bribe migrating worker surat,0
photo shared repeatedly multiple post facebook twitter claim show gift bag distributed muslim holy month ramadan india telangana state government corona pandemic,0
resident surat india protesting due unavailability food,0
india council medical research sir ganga ram hospital issued corona advisory,0
india council medical research hospital delhi come point list preventing corona future,0
video show superintendent police announcing elokckdown maharashtra india till may,0
list precaution issued india council medical research icmr delhi stay safe corona virus,0
video clip show doctor couple died treating corona patient,0
viral message share india council medical research icmr latest guideline corona,0
video member india parliament rahul gandhi stating red zone green zone green zone red zone amidst corona situation,0
echina found corona spread housefly,0
people violate social distancing protocol temple festival alappuzha india,0
image doctor smoking treating corona patient gujarat india,0
government india plan elockdown five phase,0
mha declared guwahati red zone,0
devi shetty recommended step avoid corona,0
people jaipur contracted corona coming contact india monk smoking chillum,0
cop emoney migrant labourer want return home due lockdown,0
migrant mumbai flocked together walking back city lockdown,0
palm oil simple solution corona,0
video show delhi police apprehending corona patient fleeing,0
advisory issued state police telangana india instructing people vigilant possibility increase theft due corona crisis country,0
tamil nadu india dmk leader beat lady doctor corona duty,0
men india railway minister demanding money helpless worker walking track,0
corona positive temple priest city jaipur spread corona people smoked pipe,0
image claim food thrown wasted migrant worker moving maharashtra india,0
gujarat india chief minister vijay rupanis resignation accepted bjp high command,0
government india released five phase road map ease corona restriction country,0
air india flight deployed bring stranded india back home following social distancing norm even charging hefty amount flight,0
list precaution issued india council medical research icmr delhi stay safe corona virus,0
migrant defying lockdown taken ahmedabads street india,0
reporter visited british prime minister boris johnson recovered illness home look like old abandoned military hut old brick wall living room small brought tea tray reporter cup different met disheveled hair casual clothes confident smile prime minister,0
video clip leading opposition politician india viewed thousand time multiple facebook twitter post alongside claim show making confusing remark india system classifying regional corona infection level,0
video show lockdown social distancing violation outside liquor shop delhi,0
video migrant labourer coming onto street ahmedabad india due lack ration provided corona crisis lockdown regulation,0
pakistan prime minister imran khan read corona curve upside said flattening,0
video row passenger cabin crew board plane viewed ten thousand time multiple facebook twitter post claim filmed air india flight post claim video show airline failed enforce social distancing measure corona pandemic,0
video passenger complaining overcharged ticket lack social distancing measure air india flight run india government bring back citizen stranded foreign country corona crisis,0
tiktok completely banned united state,0
entire city mumbai military lockdown day starting saturday please stock everything milk medicine available,0
chief secretary west bengal following relastate performing poorly fought corona,0
migrant worker travelling special shramik train wasting food,0
actress deepika padukone seen buying alcohol lockdown india,0
message claiming city mumbai military lockdown day contain spread corona virus milk medicine available time,0
nurse resigned due corona jamati patient misbehaved them,0
nurse jhalawar rajasthan india resigned due corona infected jamaatis mistreating them,0
mumbai police bengaluru police issued advisory claiming incidence robbery kidnapping increase lockdown lifted,0
deer seen playing beach user claimed happened corona lockdown india,0
former chief justice india ranjan gogoi tweeted compensate economic loss occured due corona election held country year election cost lot money,0
deepika padukone buying liquor lockdown india soon shop opened,0
india news wire agency ians claim pakistani imran khan read overturned graph claimed pakistan flattening curve,0
muslim woman caught shopping lockdown,0
nurse rajasthans jhalawar india resigned jamaatis misbehaved them,0
india nurse resigned due corona infected jamati patient misbehavior,0
picture show eight year old boy infected corona prayer share facebook help him,0
sadhu sage jaipur india infected around people sharing chilam,0
video woman fleeing quarantine center current lockdown shivaji nagar bangalore,0
video show migrant going home state maharashtra india throwing food packet railway platform,0
bangalore india police commissioner warned people careful incident theft kidnapping rise nationwide lockdown lift,0
india news channel claimed corona pandemic would affect billion laborer india,0
video clip show hanging body mother child committed suicide gujarat food current corona lockdown,0
truck carrying dead body patient passed away due corona,0
video,0
film star aamir khan distributed thousand rupee poor flour bag,0
soldier hugged corona positive daughter covering plastic,0
prime minister boris johnson met reporter recovering corona,0
self medicate corona using home remedy aspirin lemon honey,0
truck shown video carrying dead body corona victim,0
woman shaheen bagh delhi india caught red handed carrying prostitution operation lockdown,0
india migrant asked pay shramik train bjp led state charge migrant travel lockdown,0
flower named brahmkamal bloomed decade due decrease pollution caused lockdown,0
video viewed hundred thousand time multiple post facebook twitter may alongside claim show intopolice officer india government allowed liquor shop reopen nationwide corona lockdown,0
holding breath second test corona putting mustard oil nose corona flow stomach die acid,0
muslim woman went shop despite lockdown india,0
video viewed thousand time facebook post claim show india throwing statue god river allegedly failed protect new corona,0
corona case reported ernakulam hour declared green zone kerala government,0
nostradamus predicted corona pandemic idukki dam collapse july event book le propheties,0
sadhu jaipur affected corona result sadhu citizen quarantined,0
tamil nadu government approves thanikasalam siddha medicine treatment corona,0
white house selling commemorative corona coin,0
tamil nadus vellore muslim offering namaz lockdown,0
video woman jumping building locked india police shopping lockdown country contain corona spread,0
india air force shower petal migrant worker walking home,0
video showing migrant laborer surat city india sent back surat home state refused take back state border,0
old man infected people corona jaipur india tobacco smoke,0
self medicate corona using home remedy aspirin lemon honey,0
muslim misbehaved mumbai police tried stop large gathering month ramzan,0
video muslim violating lockdown condition old city hyderabad,0
video black buck crossing road kaziranga national park amid corona lockdown,0
men vellore tamil nadu violating lockdown offering namaaz mosque,0
aamir khan donated hiding money ration material poor people amidst lockdown,0
waris pathan misbehaving maharashtra police india lockdown,0
india actor aamir khan distributed money wheat bag poor,0
india business tycoon ratan tata said year year survival,0
india actor aamir khan donating rupee poor hiding aata mumbai,0
video police member inebriated state india government allowed opening liquor shop closed earlier due complete lockdown country,0
person arrested violating lockdown night get bail lockdown state gujarat india,0
industrialist ratan tata stated year survive worry profit loss,0
lockdown violation chandni chowk area delhi,0
gilead science announced may new medicine corona ready neweek,0
businessman ratan tata said year survive care profil loss,0
video muslim violating lockdown condition old city hyderabad,0
foreigner attended sadhgurus event march led corona case tamil nadu india foreigner quarantined isha yoga center,0
india government started scheme called rashtriya sikhshit berojgar yojna help educated unemployed lockdown,0
government india provide relief package ration card holder scheme rashtriya sikhshit berojgar yojna,0
video viewed ten thousand time multiple post facebook twitter instagram alongside claim show prime minister boris johnson offering cup tea journalist recovering illness post shared shortly johnson returned work following hospital treatment corona,0
men gujarat violating lockdown offering namaaz mosque,0
baba ramdev claim corona self diagnosed controlling breathing mustard oil kill virus,0
congress shashi tharoor praised ldf government kerala india corona relief work,0
according report single vegetarian person world found suffer corona,0
american student thank india hydrosinging india national anthem,0
photo rickshaw puller died due lack food current lockdown imposed curb spread corona,0
image baby boy wrapped plastic bag hugged soldier father baby died corona,0
image muslim violating lockdown restriction praying purukathur tamil nadu india,0
image kaziranga national park assam india lockdown,0
video foreigner destroying liquor bottle amid corona lockdown india,0
large crowd gathered delhi market amid nationwide lockdown india,0
china suddenly dismantled usd peg stock eimminent launch sovereign digital currency amid corona,0
corona self testing holidng breath put mustard oil nose kill corona,0
photo hundred people praying together shared hundred time facebook twitter alongside claim show muslim south india flouting nation corona lockdown offer night time prayer,0
report claim vegetarian world found infected corona,0
video young man gujarat claiming found medicine cure corona,0
report state vegetarian world found infected corona,0
bollywoof actor aamir khan anonymously donated people living slum,0
people come house offer try mask fact full chemical get asleep people rob you,0
india majlis ittehadul muslimeen aimim leader waris pathan threatened cop keep mosque open lockdown,0
market mizoram state india practising social distancing amidst ongoing lockdown,0
message key takeaway interview hdfc bank ceo aditya puri said india survive corona pandemic,0
american student siging india national anthem gesture thanking india supplying hydrousa,0
image boy serious injury tablighi jamat corona patient beaten police india misbehaved nurse hospital admitted,0
recent mob attack west bengal police due lockdown howrah,0
legislative assembly member hafiz khan made nurse touch foot muslim apologise him made made comment markaz attendee quarantined situation would arose,0
video show social distancing followed delhi,0
kerala india minister jaleel still draw salary teacher even quitting job year ago,0
supreme court india banned everyone egovernment share message corona,0
bollywood superstar aamir khan donated poor slum dweller one wheat flour packet,0
old dalit woman beaten christian missionary kerala,0
arnab goswami wet pant called upon mumbai police interrogation,0
manish patil died due corona maharasthra,0
video showcasing successful trial completed corona vaccine developed pgimer india,0
image couple claimed activist peter demello siraj bilsara shared connection palghar lynching,0
video showing muslim man throwing note spread corona,0
year old manisha patil maharashtra died yesterday due corona manisha people helped recover could save corona,0
india majlis ittehadul muslimeen aimim leader waris pathan threatened cop keep mosque open lockdown,0
joy arakkal owner joyalukkas jewellery company died due corona middle east,0
image market carrying social distancing passed mizoram india,0
nobel laureate honjo claimed corona virus man made wuhan laboratory,0
muslim men beaten lockdown india,0
nurse claim delhi govt stopped funding hotel stay doctor nurse treating corona,0
muslim boy madhya pradesh india attacked bjp worker violating lockdown,0
corona fake coverup technology,0
forward whatsapp message people credited balance smart city scheme,0
family husband wife child committed suicide could bear hunger migrant travelling hometown lockdown city named surat india,0
indiad entral government providing free scholarship online tuition class school child,0
india government started rashtriya sikshit berojgar yojana provide relief package ration cardholder int midst corona crisis,0
mosque india distributing relief material muslim lockdown denied help needy hindu reached saying facility hindu,0
india spritual guru mata amrithanandamayi charitable trust gift india first air ambulance,0
video viewed thousand time multiple post facebook twitter alongside claim show muslim politician india urging police officer open mosque order allow people pray nationwide corona lockdown,0
viral audio clip kannur based neurosurgeon suggesting remedy corona,0
video byculla maharashtra mla waris pathan threatening police open mosque elockdown impplemented contain corona spread,0
photo showing score green parrot sitting sack grain shared thousand time multiple post facebook twitter alongside claim taken nationwide corona lockdown india,0
video show policeman guarding hajipur prison suffering corona,0
video byculla maharashtra india mla waris pathan threatening police open mosque india lockdown,0
video show corona infected note scattered indore street sanitized,0
pragya kathua comedian odia died,0
video showing muslim woman misbehaving doctor india,0
picture show clothes died corona china beijing shipping clothes africa,0
huge crowd street delhi ramzan crowd festival navratri,0
roti stamp distributed lockdown india,0
largest hole ozone layer arctic region healed due corona lockdown,0
japanese nobel laureate tasuku honjo declared corona man made created china,0
political leader andra pradesh made nurse touch foot,0
image show woman italy clutching month old child tightly chest dying corona,0
pune doctor megha vyas dy corona,0
india actor aamir khan give poor people wheat flour,0
india company jio offering free data daily corona lockdown,0
central india government likely reduce age retirement government employee,0
owner india jewellry group joyalukkas died due corona,0
first volunteer corona vaccine elisa granato dead,0
manisha patil died due corona treating corona patient maharashtra india,0
united kingdom woman tried coronavrus vaccine died,0
video showing american student singing india national anthem thank india supplying hydro,0
corona positive patient found jamnagar city state gujarat,0
photo hindu woman attacked r member offering sehri muslim kashmiri girl india lockdown,0
photo hindu woman attacked r member offering sehri muslim kashmiri girl india lockdown,0
photo people following social distancing market manipur india,0
bollywood actor aamir khan helping needy corona crisis sending flour bag cash them,0
japanese nobel laureate tasuku honjo announced corona man made,0
brahma kamal flower bloom many year due le pollution lockdown india contain corona spread,0
brahma kamal flower bloom many year due le pollution lockdown india contain corona spread,0
joy arakkal owner joyalukkas jewellery company died due corona middle east,0
elisa granato year old first woman get vaccine corona died,0
chinese people allowed supermarket australia,0
year old doctor maharashtra maneesha patil died corona treating patient infected corona,0
photo showing corona infected mother hugging child,0
image show last moment mother child suffering corona,0
american singing india national anthem thanking india sending hydrotablets,0
megha vyas pune died corona,0
india government provide internet every citizen amid corona lockdown,0
pune based doctor megha vyas died corona treating patient infected corona,0
video young adult singing india national anthem shared facebook twitter corona pandemic alongside claim show american student performing thank india supplying hydromalaria drug involved clinical trial potential corona treatment,0
bollywood actor aamir khan helping needy corona crisis sending flour bag cash them,0
indiatelecommunication department offering free internet service lockdown work home,0
megha vyas pune india died due corona treating corona patient,0
mla hafeez khan forced nurse touch foot muslim priest criticized tabhligi jamat spreading corona india,0
video muslim leader accidentally shot dead celebratory firing recovered corona pakistan,0
japan nobel prize winning professor medicine professor tasuku honjo claimed corona natural china manufactured,0
japan nobel prize winning professor medicine professor tasuku honjo claimed corona natural china manufactured,0
image peacock gathered ooty coimbatore road india amid nationwide lockdown,0
image swollen foot starving child walked mile food uttar pradesh amid corona lockdown,0
nobel laureate japan renowned professor tasuku honjo described corona unnatural also said prepared lab china,0
image showing food supply placed open ground corona lockdown affected area indonesia,0
egratitude towards india sending hydrous group american youth sings india national anthem,0
image show mother suffering corona holding baby,0
image ideal social distancing followed market aizwal india,0
omani princess sayyida mona bint fahd said tweet india,0
per icmr study there single case corona among indigenous assamese community india,0
people stopped electricity night time dilsukhnagar hyderabad scattered currency note road spread corona,0
photo lion srisailam forest india time lockdown country contain corona spread,0
india tiruppur police caught people broke lockdown put ambulance fake corona patient,0
photo shared hundred time facebook twitter alongside claim show nurse apologising muslim man blamed muslim community spreading corona india post claim nurse forced apologise local politician,0
release report claiming vegetarian havent contracted corona,0
muslim malegaon india violated lockdown read namaz bridge,0
corona positive patient jaamat found delhi sultanpuri area india,0
inhaling steam orange peel sea salt kill corona,0
student usa sang india national anthem thank india government providing hydro,0
madhya pradesh tenure sarpanchs decision maker village efive year wake corona outbreak state,0
megha vyas pune died due corona treating corona patient,0
list point interview hdfc bank managing director aditya puri stating india survive make big post current lockdown due corona,0
video recent ram navami celebration akbarpur block uttar pradesh india despite lockdown country due corona,0
photo show pregnant woman suffering corona,0
image poor family uttar pradesh india committed suicide due lockdown,0
image market practising social distance claimed city aizwal india,0
corona patient found quarantine center sultanpuri delhi india belong jamaat,0
image critically ill corona infected woman hugging child last time death,0
woman holding child hand succumbed novel corona italy,0
nurse komal mishra pune india died due corona treating patient,0
wear colored side mask outside sick white side outside healthy,0
woman infected corona spitting roaming inside departmental store reliance mall rani bagh delhi,0
india economist raghuram rajan chaired imf webinar corona,0
video burqa clad muslim woman denied food kit distributed help people current crisis india due corona muslim,0
mumbai city municipal body asks people drink boiled water remedy corona,0
photograph woman hugging young child died corona italy,0
interview hdfc bank managing director aditya puri india survive corona make big,0
video muslim leader accidentally shot dead celebratory firing recovered corona pakistan,0
audio message former cbi lanarayana claim lockdown india etill june,0
photo kurnool mla hafeez khan making nurse touch foot religious head viswabharathi medical college come corona quarantine facility,0
komal mishra staff nurse hospital pune india died due corona,0
image showing vegetable market vendor properly following social distancing india,0
ban chinese citizen going market australia,0
video show fish overflowing water goa india fishery business halted due lockdown,0
gujarat police india called civil volunteer surat helping local force enforcing lockdown city,0
corona patinet kanpur india left outside hopsital without treatment,0
muslim boy named rizwan beaten death uttar pradesh police violating lockdown,0
video burqa clad muslim woman denied food kit distributed help people current crisis india due corona muslim,0
muslim throwing currency note road spread corona indore city india,0
list key takeaway india successfully handled corona crisis imf webinar session chaired raghuram rajan,0
photo people following social distancing market manipur india,0
germany sent china bill billion damage caused economy due corona,0
american ceo draw map praise india government corona response,0
claim india actor jaaved jaaferi tweeted necessary muslim fruit vendor applying spit fruit corona positive,0
order save pakistani people corona prime minister imran khan started prayer shiva temple ciyal kota pakisthan closed year,0
india economist raghuram rajan commented webinar imf india situation regarding corona,0
corona patient gujarat segregated basis religion ahmedabad civil hospital,0
incident lynching two india monk palghar amid lockdown communal,0
currency spread road spread corona,0
india kerala high court order kerala government cease business controversial data analytics company sprinklr hearing public interest litigation suite april,0
woman attempting spread corona delhi super store,0
india tamil nadus bjp party worker distributed drug along corona relief good,0
release report claiming vegetarian havent contracted corona,0
video round social medium claim policeman tested positive corona,0
video showing corona patient telling ordeal shared claim india,0
asia richest man mukesh ambanis wife nita ambani received welfare fund central government,0
image muslim boy rizwan died beaten tanda police violating lockdown restriction mandated due corona spread,0
image show thousand devotee gathered religious fair india amidst lockdown,0
mountain matterhorn switzerland lit three colour india flag token gratitude india sending hydro,0
image show daughter cry corona infected mother struggling life,0
developed miracle drug remedesivir corona,0
police officer bihar bhagalpur central jail tested positive corona,0
gargling bleach cure corona caused eating chinese food,0
karnataka chief minister attended kumaraswamys son wedding amid nationwide lockdown,0
large muslim crowd india city haldwani stone pelted doctor tried quarantine imam,0
note thrown person intention spreading corona madhya pradeshs indore india,0
kerala india consumerfed start hour free home delivery liquor,0
senior police inspector infected corona bhagalpur central jail india,0
image sevabharathi worker india caught eraid illegally distilling alcohol,0
video show first infected patient corona dhanbad hospital,0
american ceo drew india map comparing population india state country across world highlighting india indirectly handling corona crisis many country,0
john hopkins university published list precautionary measure corona,0
hotel remain closed india till october,0
mumbai municipal body asks people drink boiled water remedy corona,0
image news channel claim pakistan imran khan wife tested corona positive,0
image show group muslim gather pray various rooftop thus failing comply social distancing ordered spanish government prevent spread corona,0
image critically ill corona infected woman hugging child last time death,0
video showing policeman picking banknote stick linking corona,0
three red tick mark whatsapp mean government initiating action you,0
video showing manoj tiwary leader ruling party india voilated lockdown distributing mask among crowd,0
muslim west bengal beating cop lockdown,0
modi dressed like marriage reception visit hospital recently despite corona pandemic country,0
image muslim boy rizwan died beaten tanda police violating lockdown restriction mandated due corona spread,0
teen spitting tea bottle spread corona,0
worker commited suicide surat india due hunger lockdown,0
video showing dead body corona infected person washed ashore thrown sea country,0
video show dead body lying beach shared claim body corona patient dumped sea,0
single source muslim spreading corona leaving money strewn street,0
amid lockdown karnataka india chief minister yeddyurappa attended wedding kumaraswamys son ignoring social distancing,0
india union state minister eaffair muraleedharan say ereturn threaten life resident india,0
image pakistani youth protesting hydro,0
people thrown currency note road spread corona infection,0
muslim scattered currency note road indore spread corona,0
drinking different type tea cure corona prescribed wuhan wenliang,0
image people sleeping lobby shared claim image gujarat lockdown followed,0
police take harsh step temple priest violating lockdown norm,0
following corona pandemic film star salman khan given ambulance india,0
female doctor uttar pradesh died injured stone pelting local muslim refused screened corona,0
migrant family walking surat due lockdown committed suicide due starvation,0
hindu allowed receive food distributed mosque india lockdown,0
video bird flocking together bangalore airport india lockdown country contain corona spread,0
bihar health department confirmed poultry chicken source corona,0
photo muslim praying group rooftop shared confinement corona spain,0
poster stating pakistan asked hydroinstead kashmir,0
india bjp leader manoj tiwari violating lockdown moving street,0
police officer enforced lockdown order people temple india beaten there,0
year ago year old astrologer abhigyan anand made prediction thecorona,0
india police mistreating positive corona patient,0
people offering prayer group rooftop despite lockdown case corona india continuously increasing,0
muslim scattered currency note road indore spread corona,0
corona poultry product confirmed bihar health department,0
video show naked man vandalizing mosque linking corona pandemic india,0
internet sensation world cutest baby anahita hashemzadeh suffering corona,0
video people thronging wine shop assam india amid lockdown,0
police officer bihar hajipur india station contracted corona,0
due corona outbreak upsc cancelled eindia,0
police catch corona positive patient road,0
photo pakistani people holding banner tedont want kashmir give hydroasking india help handle corona,0
civil service eindia cancelled due corona outbreak,0
image people participating chariot pulling festival kalabari district karnataka despite current lockdown country implemented handle corona spread,0
lion walking road going vaishno devi shrine lockdown,0
twitter user shared image map india the caption read map india redesigned american ceo tried eindia indirectly handling corona situation many country owing large population,0
group muslim pray together roof breaking state alarm spain,0
man beaten cop dehradun india violated lockdown norm came spit people door handle,0
india image show tablighi jamaat member beaten uttar pradesh police misbehaving nurse ghaziabad quarantine corona suspected case,0
news medium outlet abp majha basis internal memo south central railway reported special train announced take stranded migrant worker home,0
delhi health minister satyendar jain said single one thousand markaz found corona positive,0
news clipping attributed hindi daily dainik jagran stating corona found poultry bihar india,0
image gujarat show condition migrant worker stuck due lockdown,0
police officer bihar hajipur jail affected corona,0
people kerala india violate lock flock market buy vegetable vishu celebration,0
muslim hoarding food distributed lockdown,0
central government reject kerala government appeal dispatch plane retrieve india estuck gulf country,0
muslim woman shouting doctor come corona inspection one place india,0
india state manipur becomes first corona free state india,0
image india muslim praying rooftop despite complete lockdown,0
cremation worker cremated body corona victim got cremated mistake usa,0
warned consuming cabbage prevent corona,0
sanitize mask microwaving minute,0
large migrant population gathered mumbai belonged muslim community,0
american ceo drew india map comparing population india state country across world highlighting india brilliant response tackle corona,0
india ministry tourism order closure hotel restaurant resort till ocrober,0
maharashtra legislative assembly member jitendra awhad tested positive corona,0
image muslim people offering prayer rooftop claimed india,0
pakistan imran khan wife detected corona,0
video chinese people allowed supermarket australia,0
image year old man recovered fom corona italy,0
map india redesigned american ceo marked india state population almost equal population country tried eemployees india indirectly handling corona situation many country,0
photo shared multiple post facebook twitter alongside claim show labourer stranded western india state gujarat nationwide corona lockdown,0
india ruling party bjp run state manipur india first corona free state,0
image food distributed isolation center state kerala india,0
ouniversity praised india prime minister narendra modi way handled corona pandemic,0
man beaten deoria india lockdown time,0
police caught muslim spreading corona delhi,0
police officer bihar hajipur india station contracted corona,0
india medium outlet claimed man madhya pradeshs khargone passed away corona,0
muslim came street disobey lockdown spread corona,0
photo pakistani people holding banner tedont want kashmir give hydroasking india help handle corona,0
mustard oil kill corona,0
lockdown south africa collapsed people street due hunger,0
image ofa map india redesigned american ceo praising government india effective handling corona crisis,0
video tabligi pilgrim moving via truck spread corona india,0
video show dead body patient corona dumped sea,0
video show muslim man spitting bread spread corona,0
paramilitary force deployed surat rajkot baroda control corona situation,0
gathering thousand muslim masid bandra mumbai druring current lockdown,0
photo dozen men praying neighbouring rooftop shared hundred time facebook twitter alongside claim show muslim worshipper india praying together defiance country corona lockdown,0
muslim league flag hoisted,0
prince charles recovered corona help ayurvedic treatment,0
muslim man caught spreading corona beaten man caught spitting fruit,0
chinese eating octopus surviving corona,0
video corona infected woman east manipur,0
image showing mother hugging baby infected corona inside laminar airflow room,0
helpless people tablighis poor hindu stranded due lockdown ha chanel discussed this,0
woman uttar pradesh threw five child river food eat current lockdown,0
woman attended religious congregation delhi claimed cooperating medical professional,0
photo muslim offering prayer rooftop india,0
photo muslim offering prayer rooftop india,0
corona case bettiah jail,0
warned consuming cabbage prevent corona,0
police personnel infected corona bihar hajipur,0
woman uttar pradesh threw five child river food eat current lockdown,0
kalonji seed nigella seed contain hydrohelp cure corona,0
video show muslim woman spitting plastic bag throwing house spread corona,0
politician sebastian paul called modi hater demented,0
video show muslim woman spitting plastic bag throwing house spread corona,0
justin trudeau promise pay tamil nadu india government debt,0
video people beating youth tied tree current lockdown,0
viral quote economic effect lockdown attributed tata group chairman,0
video corona suspect found hazipur bihar india prison,0
image tabligi jamaat member caught arm,0
muslim hoarding food item shared india government,0
woman drowned child could provide food lockdown india,0
india prime minister narendra modi selected leader international corona task force,0
pakistan prime minister imran khan wife tested positive corona,0
india tourism ministry announces closure hotel till october,0
temple andhra pradesh india turned quarantine centre muslim,0
audio stating certain section society surat vendor spreading corona,0
image elderly italian man asked pay ventilator used recovery,0
ratan tata said human motivation determined effort make epredictions wrong regarding fall india economy corona crisis,0
hindu man rajasthan killed muslim amidst lockdown,0
facebook user shared video show flock bird road chandigarh,0
bawana india man preparing spread corona injecting spit fruit,0
pak imran khan wife tested positive corona,0
india ruling party bjps member burn kolhapur airport night candle light vigil organized proclaim unity fight corona,0
poster allegedly containing guideline use ppe kit corona issued ministry health family welfare india,0
nigella seed contain hydromihelps keep corona away,0
corona avoided eating nigella honey contains hydro hydrotreats corona,0
video,0
india news channel claim pakistan pm wife tested positive corona,0
whatsapp forward along video round claimed person belongs tablighi jamaat kept isolation ward started wandering naked viral forward also claim person wandering naked vulgar act intentionally,0
india state uttar pradesh waif electricity bill consumer amid corona lockdown,0
ratan tata india industrialist spoke india economy would bounce back believe epredicting slowdown,0
industrialist ratan tatas view economic downfall due corona,0
image mohammad ali jinnah founder pakistan jail,0
israel death corona tea made lemon bicarbonate cure corona,0
mustard oil kill corona,0
icmr issued report claiming number people infected thte corona increased lakh india announce lockdown,0
graphic video viewed ten thousand time multiple post facebook twitter alongside claim show two islamist ekilling hindu man india state rajasthan india corona lockdown,0
muslim woman misbehaving doctor india,0
woman committed suicide due corona lockdown,0
israel death corona tea made lemon bicarbonate cure corona,0
sikh monk baba banta singh infected corona,0
mustard oil kill corona,0
muslim man beaten infecting fruit saliva,0
kenya government hired warrior maasai tribe enforce lockdown,0
note scattered delhi spread corona infection,0
vandana tiwari part team investigating identifying attendee tablighi jamaat bareilly attacked succumbed injury today,0
man italy commits suicide losing family corona,0
india industrialist ratan tata say country economy bounce back corona,0
video kenya government using maasai tribe man impose social distancing kenya,0
state including australia request modi head task force stop corona,0
kalonji nigella seed per cent hydrotaking prevent corona,0
eminent india bengali chemist prafulla chandra roy invented hydro,0
migrant worker caught venturing night robbing lockdown,0
doctor vandana tiwari part corona team killed violence uttar pradesh,0
video allegedly showing man spitting bread slice shared communal spin india,0
country throwing dead body people died corona sea image showing dead body washed ashore,0
image poor hindu stranded due lockdown india,0
hindu cast idol sea defend corona,0
charles lieber chair harvard university chemistry chemical biology department arrested manufacturing selling corona china,0
india doctor gone collect corona sample uttar pradesh stoned death,0
india government reduce employee pension terminate pension offered way divert fund towards managing health service tackling adverse impact new corona pandemic,0
boy washing apple sewer claimed india linked corona,0
new corona varies defeat need consume alkaline food,0
video bird flocking together chandigarhs kalka road india lockdown,0
doctor went uttar pradesh state india screen patient corona attacked stone muslim succumbed injury,0
video showed kenya authority roped maasai tribe enforce lockdown,0
tablighi jamaat member kept uttar pradeshs state india isolation ward running naked creating chaos,0
video dead body corona infected person washed ashore thrown sea country,0
facebook user shared video show dead body washed ashore unidentified beach,0
new interview fox president trump suggests india could early access corona vaccine developed since modi accepted request hcq,0
ratan tata said human motivation determined effort make epredictions wrong regarding fall india economy corona crisis,0
image corona infected person throat,0
photo woman lying hospital bed medical equipment attached body shared hundred time facebook twitter alongside claim woman doctor died beaten muslim mob trying administer novel corona test,0
image vandana tiwari died attack muslim uttar pradesh went screen corona,0
french astrologer nostradamus predicted would outbreak corona china,0
article say britain pulled contract chinese company huawei test kit found contaminated corona,0
wenliang the chinese whistleblower doctor proposed drinking tea cure corona,0
boris johnson shopping england time corona,0
fbi arrested professor manufactured sold corona wuhan,0
country throwing away body corona patient sea,0
harvard professor arrested tie creating corona leaking,0
american citizen placed nude statue president donald trump new york city failed handle corona situation usa,0
india suing microsoft founder bill gate vaccine corona killed girl,0
social medium group admins requested close group two day,0
video show man spitting bottle tea placing back supermarket rack attempt spread corona infection,0
family starving food commits suicide india lockdown,0
india government deploying army telangana curb corona situation,0
india singer kanika kapoor treated mumbai wockhardt hospital corona hospital shut staff got infected,0
issued protocol corona curfew,0
muslim league bangladesh party leader son janab muhammed abdul alam donates charitable trust work muslim league,0
wake corona outbreak ministry tourism issued order closure hotel restaurant resort country till october,0
video man belonging tabligi jamaat stripped naked vandalizing hospital he put quarantine,0
video tablighi jamaat member roaming naked creating ruckus isolation ward,0
muslim attended tablighi jamaat event delhi misbehaving staff belagavi karnataka,0
black body bag referred death new york reason lockdown essential,0
woman killed three child committed suicide problem faced amidst lockdown india,0
claim shared repeatedly multiple facebook whatsapp twitter post india government outlawed social medium post novel corona pandemic piece national legislation called disaster management act,0
muslim boy spitting bread slice spread corona,0
video kenyan government using maasai tribe man impose social distancing kenya,0
advises consuming bakery product,0
tamil siddhas mentioned herbal medicine corona,0
advises consuming bakery product,0
video shared multiple facebook twitter post april alongside claim show temple india turned corona quarantine centre state government,0
disaster management act india prohibits posting message regarding corona would attract punishment dont obey,0
police warn whatsapp group admins regarding punishment posting fake content hate message religious social group,0
member tablighi jamaat roaming naked misbehaving hospital staff,0
video fire shared claim fire erupted solapur airport maharashtra state due firecracker,0
gandhi sibling priyanka rahul broke lockdown enforced india roaming around,0
video showing police officer briefing case registered whatsapp group admins shared contecorona lockdown,0
whatsapp group admins arrested anyone share joke information corona,0
lockdown telangana etill june,0
image train inscription corona,0
two india politician rahul gandhi priyanka gandhi broke lockdown order went meet friend,0
people burn candle top head modis nationwide appeal light candle,0
video delivery boy spitting slice bread opening packet truck resealing sale spread corona,0
muslim man dehradun spitting spread corona,0
muslim police officer beating temple priest breaking lockdown order india,0
image deer roaming pudukkottai tamil nadu,0
